USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  1.5  0.9  26432 15860 ?        Ss   12:08   0:37 /usr/lib/systemd/systemd --switched-root --system --deserialize=51 auto automatic-ubiquity noprompt
atharva     3748  0.0  0.4 319116  7064 ?        Ssl  12:09   0:00 /usr/libexec/gvfs-goa-volume-monitor
atharva     3754  0.0  0.4 320132  7612 ?        Ssl  12:09   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
atharva     3772  0.1  0.4 180456  7900 ?        Sl   12:09   0:03 /usr/libexec/ibus-engine-simple
atharva     3864  0.0  0.4 180112  7460 ?        Ssl  12:09   0:00 /usr/libexec/gvfsd-metadata
atharva     3905  0.0  0.3 165332  6652 ?        Ssl  12:09   0:00 /usr/libexec/dconf-service
atharva     3936  0.0  0.5 545648  9436 ?        Sl   12:09   0:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
atharva     3947  0.0  0.5 518888  9780 ?        Sl   12:09   0:02 /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
root        3966  0.0  0.0      0     0 ?        I    12:09   0:01 [kworker/u515:5-events_power_efficient]
root        4121  0.0  0.0      0     0 ?        I<   12:09   0:00 [kworker/u521:3-ttm]
atharva     4211  3.2  4.7 2116704 83812 ?       Sl   12:09   1:15 /usr/bin/ptyxis --gapplication-service
atharva     4215  0.0  1.0 501880 18088 ?        Ssl  12:09   0:01 /usr/libexec/xdg-desktop-portal-gtk
atharva     4249  0.1  0.4 239944  7668 ?        Ssl  12:09   0:02 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
atharva     4322  0.0  0.2  19976  4904 pts/0    Ss+  12:09   0:00 /usr/bin/bash
root        4360  0.0  0.0      0     0 ?        I<   12:09   0:00 [kworker/u518:1-ttm]
root        4361  0.0  0.0      0     0 ?        I<   12:09   0:00 [kworker/0:2H-kblockd]
root        4526  0.0  0.0      0     0 ?        I    12:14   0:00 [kworker/u514:1-events_power_efficient]
root        4633  0.0  0.0      0     0 ?        I    12:14   0:00 [kworker/u513:0-events_unbound]
root        4981  0.0  0.0      0     0 ?        I<   12:16   0:00 [kworker/1:2H]
root        5388  0.3  2.3 580412 41712 ?        Ssl  12:17   0:06 /usr/libexec/fwupd/fwupd
root        5723  0.0  0.0      0     0 ?        I    12:17   0:00 [kworker/u515:2-flush-8:0]
root        5816  0.0  0.0      0     0 ?        I    12:20   0:00 [kworker/u513:1-flush-8:0]
root        6334  0.3  0.0      0     0 ?        I    12:22   0:05 [kworker/3:1-mpt_poll_0]
root        6529  0.0  0.4  10740  7692 ?        Ss   12:22   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        6534  0.4  0.0      0     0 ?        I    12:23   0:06 [kworker/2:0-events]
root        6542  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/u520:2]
root        7264  0.0  0.0      0     0 ?        I    12:24   0:00 [kworker/u516:3-events_power_efficient]
root        7314  0.1  0.7  40748 12932 ?        Ss   12:25   0:02 /usr/sbin/cupsd -l
cups-br+    7315  0.0  1.1 207532 20880 ?        Ssl  12:25   0:00 /usr/sbin/cups-browsed
root        8371  0.0  0.0      0     0 ?        S    12:26   0:00 [psimon]
root        8946  0.0  0.0      0     0 ?        I<   12:26   0:00 [kworker/0:1H]
root        9028  0.2  0.0      0     0 ?        I    12:30   0:02 [kworker/3:2-events]
root        9046  0.0  0.7  18844 12896 ?        Ss   12:32   0:00 sshd-session: atharva [priv]
root        9053  0.0  0.0      0     0 ?        I    12:33   0:00 [kworker/u514:0-events_power_efficient]
atharva     9112  0.7  0.4  19004  7876 ?        S    12:33   0:06 sshd-session: atharva@pts/1
atharva     9113  0.1  0.3  19976  5768 pts/1    Ss   12:33   0:01 -bash
root        9211  0.3  0.0      0     0 ?        I    12:36   0:02 [kworker/0:3-events]
root        9212  0.5  0.0      0     0 ?        I    12:37   0:03 [kworker/1:3-events]
root        9282  0.3  0.0      0     0 ?        I    12:38   0:01 [kworker/2:2-events]
root        9328  0.0  0.0      0     0 ?        I    12:40   0:00 [kworker/u515:1-flush-8:0]
root        9391  0.0  0.0      0     0 ?        I<   12:42   0:00 [kworker/u518:2-ttm]
root        9392  0.0  0.0      0     0 ?        I    12:42   0:00 [kworker/1:0]
root        9394  0.0  0.0      0     0 ?        I    12:42   0:00 [kworker/0:1-events]
root        9395  0.0  0.0      0     0 ?        I    12:42   0:00 [kworker/0:2]
root        9653  0.0  0.0      0     0 ?        I    12:47   0:00 [kworker/u514:2-events_power_efficient]
atharva     9686  500  0.2  21180  4928 pts/1    R+   12:47   0:00 ps aux
