USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  2.1  0.9  26040 17036 ?        Ss   17:28   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=51 auto automatic-ubiquity noprompt
gdm-gre+    1936  0.0  0.4  97552  8056 ?        Ssl  17:28   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/60578/gcr
gdm-gre+    1937  0.0  0.5 194464 10568 ?        Ssl  17:28   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/60578/keyring
gdm-gre+    1939  0.0  0.3  98492  6036 ?        Ssl  17:28   0:00 /usr/libexec/gnome-session-ctl --monitor
gdm-gre+    1942  0.0  0.3  10484  6808 ?        Ss   17:28   0:00 /usr/bin/ssh-agent -D
gdm-gre+    1967  0.0  0.4 550912  7932 ?        Ssl  17:28   0:00 /usr/libexec/xdg-document-portal
gdm-gre+    1999  0.0  0.3 318648  6992 ?        Ssl  17:28   0:00 /usr/libexec/xdg-permission-store
root        2016  0.0  0.1   4408  3284 ?        Ss   17:28   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/60578/doc
gdm-gre+    2129  0.0  0.6 550552 11092 ?        Ssl  17:28   0:00 /usr/libexec/gnome-session-service --session=gnome-login
gdm-gre+    2137  2.5 12.4 4768104 219996 ?      Ssl  17:28   0:06 /usr/bin/gnome-shell --mode=gdm
root        2200  0.0  0.0      0     0 ?        I<   17:28   0:00 [kworker/u519:1]
root        2201  0.0  0.0      0     0 ?        I<   17:28   0:00 [kworker/u519:2]
gdm-gre+    2204  0.0  0.4 381244  8192 ?        Ssl  17:28   0:00 /usr/libexec/at-spi-bus-launcher
gdm-gre+    2211  0.0  0.2   8608  5228 ?        S    17:28   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/60578/at-spi/bus
gdm-gre+    2213  0.0  0.4 168680  7812 ?        Sl   17:28   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
colord      2214  0.1  0.9 328632 16576 ?        Ssl  17:28   0:00 /usr/libexec/colord
root        2249  0.0  0.6 329880 11556 ?        Ssl  17:28   0:00 /usr/libexec/upowerd
gdm-gre+    2252  0.0  1.8 2811328 33152 ?       Sl   17:28   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
gdm-gre+    2267  0.0  0.7 397288 12448 ?        Ssl  17:28   0:00 /usr/bin/ibus-daemon --panel disable
gdm-gre+    2268  0.0  0.6 265188 10772 ?        Ssl  17:28   0:00 /usr/libexec/gsd-a11y-settings
gdm-gre+    2270  0.0  0.4 394528  8432 ?        Ssl  17:28   0:00 /usr/libexec/gsd-keyboard
gdm-gre+    2272  0.0  0.8 571760 15528 ?        Ssl  17:28   0:00 /usr/libexec/gsd-media-keys
gdm-gre+    2273  0.0  0.7 552760 12400 ?        Ssl  17:28   0:00 /usr/libexec/gsd-power
gdm-gre+    2277  0.0  0.4 468208  8412 ?        Ssl  17:28   0:00 /usr/libexec/gsd-rfkill
gdm-gre+    2279  0.0  0.7 478792 12956 ?        Ssl  17:28   0:00 /usr/libexec/gsd-sharing
gdm-gre+    2280  0.0  0.5 397104  9904 ?        Ssl  17:28   0:00 /usr/libexec/gsd-smartcard
gdm-gre+    2282  0.0  0.5 622868 10092 ?        Ssl  17:28   0:00 /usr/libexec/gsd-usb-protection
gdm-gre+    2341  0.0  1.8 2746864 33192 ?       Sl   17:28   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
gdm-gre+    2405  0.0  0.4 254272  8256 ?        Sl   17:28   0:00 /usr/libexec/ibus-dconf
gdm-gre+    2415  0.0  0.4 319780  8176 ?        Sl   17:28   0:00 /usr/libexec/ibus-portal
gdm-gre+    2426  0.0  1.2 567420 21352 ?        Ssl  17:28   0:00 /usr/libexec/xdg-desktop-portal
gdm-gre+    2459  0.2  2.5 772904 45764 ?        Ssl  17:28   0:00 /usr/libexec/xdg-desktop-portal-gnome
gdm-gre+    2640  0.0  0.4 180456  8104 ?        Sl   17:28   0:00 /usr/libexec/ibus-engine-simple
gdm-gre+    2754  0.1  1.5 502132 27604 ?        Ssl  17:28   0:00 /usr/libexec/xdg-desktop-portal-gtk
root        2765  0.0  0.7  18844 12608 ?        Ss   17:28   0:00 sshd-session: atharva [priv]
atharva     2772  0.1  0.8  23100 14292 ?        Ss   17:28   0:00 /usr/lib/systemd/systemd --user
atharva     2774  0.0  0.2  23324  4192 ?        S    17:28   0:00 (sd-pam)
atharva     2794  0.0  0.3   8644  5384 ?        Ss   17:28   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
atharva     2795  0.0  0.4 108272  8560 ?        Ssl  17:28   0:00 /usr/bin/pipewire
atharva     2799  0.4  0.8  47748 14440 ?        Ss   17:28   0:01 /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
atharva     2804  0.0  0.2   7560  4088 ?        Ss   17:28   0:00 /usr/bin/mpris-proxy
atharva     2807  0.0  0.9 417000 17612 ?        Ssl  17:28   0:00 /usr/bin/wireplumber
atharva     2809  0.0  0.3  96096  5880 ?        Ssl  17:28   0:00 /usr/bin/pipewire -c filter-chain.conf
atharva     2811  0.0  0.6 116480 11148 ?        Ssl  17:28   0:00 /usr/bin/pipewire-pulse
atharva     2896  0.0  0.4 550912  7952 ?        Ssl  17:28   0:00 /usr/libexec/xdg-document-portal
atharva     2921  0.0  0.3 318648  6948 ?        Ssl  17:28   0:00 /usr/libexec/xdg-permission-store
atharva     2924  0.5  0.4  19004  7952 ?        S    17:28   0:01 sshd-session: atharva@pts/0
atharva     2930  0.0  0.3  19976  5776 pts/0    Ss   17:28   0:00 -bash
root        2932  0.0  0.1   2792  2300 ?        Ss   17:28   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
atharva     3103  0.0  1.2 296380 21772 ?        Sl   17:29   0:00 /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
root        3120  0.0  0.0      0     0 ?        I<   17:29   0:00 [kworker/3:2H-kblockd]
root        3282 24.3  2.5 392836 45448 ?        Ssl  17:32   0:01 /usr/libexec/fwupd/fwupd
root        3291  2.0  0.7  44152 12344 ?        S    17:32   0:00 (udev-worker)
root        3292  0.4  0.7  44152 12344 ?        S    17:32   0:00 (udev-worker)
atharva     3301 1800  0.2  21616  5284 pts/0    R+   17:32   0:00 ps aux
